order_id,order_timestamp,origin_region,destination_region,carrier,product_category,weight_kg,unit_margin_usd,order_value_usd,warehouse_receipt_time,pack_complete_time,ship_time,scheduled_delivery_date,actual_delivery_date,return_flag,is_unresolved_shipment,Time_to_Pack_Hours,Transit_Days_Scheduled,Delivery_Variance_Days,Order_to_Ship_Hours,Carrier_Route,distance_factor,Estimated_Shipping_Cost_USD,SLA_Status,Margin_Tier
ORD-106100,2024-03-06 00:50:00,Midwest,West,Standard,Electronics,2.79,38.0,155.54,2024-03-06 01:01:00,2024-03-06 04:57:08.301827443,2024-03-06 07:44:08.301827443,2024-03-11 07:44:08.301827443,2024-03-11 12:27:42.941171640,False,False,3.94,5.0,0.2,6.9,Standard | Midwest -> West,1.8,21.09,1-2 Days Late,High Margin ($20+)
ORD-107693,2024-03-10 03:56:00,South,Midwest,Express,Sports,0.05,17.0,105.41,2024-03-10 04:28:00,2024-03-10 06:48:12.072689095,2024-03-10 10:32:12.072689095,2024-03-12 10:32:12.072689095,2024-03-12 02:02:20.539452496,False,False,2.34,2.0,-0.35,6.6,Express | South -> Midwest,1.1,0.43,On-Time,Mid Margin ($10-20)
ORD-106339,2024-08-19 22:04:00,West,South,Standard,Sports,5.15,17.0,87.19,2024-08-19 23:26:00,2024-08-20 01:35:10.190672078,2024-08-20 02:54:10.190672078,2024-08-25 02:54:10.190672078,2024-08-25 04:38:05.132962187,False,False,2.15,5.0,0.07,4.84,Standard | West -> South,2.0,43.26,1-2 Days Late,Mid Margin ($10-20)
ORD-107600,2024-03-12 13:01:00,Northeast,South,Standard,Beauty,0.39,11.0,50.82,2024-03-12 13:09:00,2024-03-12 17:07:44.457146457,2024-03-12 20:41:44.457146457,2024-03-17 20:41:44.457146457,2024-03-17 11:24:25.435503488,False,False,3.98,5.0,-0.39,7.68,Standard | Northeast -> South,1.4,2.29,On-Time,Mid Margin ($10-20)
ORD-108638,2024-05-18 23:44:00,West,Northeast,Express,Beauty,0.13,11.0,38.44,2024-05-18 23:59:00,2024-05-19 07:55:28.099825357,2024-05-19 11:40:28.099825357,2024-05-21 11:40:28.099825357,2024-05-21 23:05:21.846569746,False,False,7.94,2.0,0.48,11.94,Express | West -> Northeast,2.9,2.94,1-2 Days Late,Mid Margin ($10-20)
ORD-100755,2024-11-19 03:17:00,Northeast,South,Standard,Beauty,0.56,11.0,35.41,2024-11-19 04:05:00,2024-11-19 05:57:24.393418186,2024-11-19 06:59:24.393418186,2024-11-24 06:59:24.393418186,2024-11-24 13:49:53.032472537,False,False,1.87,5.0,0.29,3.71,Standard | Northeast -> South,1.4,3.29,1-2 Days Late,Mid Margin ($10-20)
ORD-100315,2024-05-27 02:10:00,Midwest,Midwest,Standard,Home Goods,3.55,22.0,141.8,2024-05-27 03:29:00,2024-05-27 06:05:05.429390705,2024-05-27 08:33:05.429390705,2024-06-01 08:33:05.429390705,,False,True,2.6,5.0,,6.38,Standard | Midwest -> Midwest,0.5,7.46,Unresolved,High Margin ($20+)
ORD-109453,2024-05-27 16:10:00,Midwest,Northeast,Standard,Toys,1.43,9.0,44.06,2024-05-27 16:20:00,2024-05-27 17:45:33.233424582,2024-05-27 20:13:33.233424582,2024-06-01 20:13:33.233424582,2024-06-01 02:21:12.470114886,False,False,1.43,5.0,-0.74,4.06,Standard | Midwest -> Northeast,1.2,7.21,On-Time,Low Margin (<$10)
ORD-102650,2024-04-08 04:05:00,Southwest,West,Standard,Beauty,0.22,11.0,39.66,2024-04-08 05:33:00,2024-04-08 07:00:54.350497004,2024-04-08 09:09:54.350497004,2024-04-13 09:09:54.350497004,2024-04-13 06:41:51.778570582,False,False,1.47,5.0,-0.1,5.08,Standard | Southwest -> West,1.0,0.92,On-Time,Mid Margin ($10-20)
ORD-107295,2024-03-23 17:19:00,Northeast,South,Standard,Electronics,0.79,38.0,186.36,2024-03-23 18:12:00,2024-03-23 23:59:16.906671906,2024-03-24 00:52:16.906671906,2024-03-29 00:52:16.906671906,2024-03-29 01:40:52.866469942,False,False,5.79,5.0,0.03,7.55,Standard | Northeast -> South,1.4,4.65,1-2 Days Late,High Margin ($20+)
ORD-100214,2024-01-23 17:11:00,West,Midwest,Express,Apparel,0.59,14.0,54.61,2024-01-23 18:31:00,2024-01-24 00:40:14.587253222,2024-01-24 02:38:14.587253222,2024-01-26 02:38:14.587253222,2024-01-24 21:28:32.392604083,False,False,6.15,2.0,-1.22,9.45,Express | West -> Midwest,1.8,8.28,On-Time,Mid Margin ($10-20)
ORD-102256,2024-09-30 04:49:00,Southwest,Northeast,Standard,Home Goods,4.99,22.0,133.19,2024-09-30 05:22:00,2024-09-30 08:30:58.868358072,2024-09-30 10:24:58.868358072,2024-10-05 10:24:58.868358072,2024-10-06 00:14:55.510185665,False,False,3.15,5.0,0.58,5.6,Standard | Southwest -> Northeast,2.4,50.3,1-2 Days Late,High Margin ($20+)
ORD-105106,2024-08-02 05:14:00,South,South,Standard,Electronics,3.19,38.0,274.43,2024-08-02 06:11:00,2024-08-02 08:45:06.252721377,2024-08-02 10:21:06.252721377,2024-08-07 10:21:06.252721377,2024-08-08 00:02:34.286246057,False,False,2.57,5.0,0.57,5.12,Standard | South -> South,0.5,6.7,1-2 Days Late,High Margin ($20+)
ORD-102136,2024-10-29 03:11:00,Midwest,West,Standard,Beauty,0.39,11.0,35.96,2024-10-29 04:14:00,2024-10-29 06:03:03.277745450,2024-10-29 08:01:03.277745450,2024-11-03 08:01:03.277745450,2024-11-02 19:34:52.687641909,False,False,1.82,5.0,-0.52,4.83,Standard | Midwest -> West,1.8,2.95,On-Time,Mid Margin ($10-20)
ORD-108813,2024-04-12 06:38:00,Midwest,Midwest,Standard,Beauty,0.06,11.0,19.93,2024-04-12 07:50:00,2024-04-12 10:35:46.828537538,2024-04-12 14:30:46.828537538,2024-04-17 14:30:46.828537538,2024-04-18 12:04:16.068659310,False,False,2.76,5.0,0.9,7.88,Standard | Midwest -> Midwest,0.5,0.13,1-2 Days Late,Mid Margin ($10-20)
ORD-102173,2024-03-01 01:56:00,Northeast,Northeast,Standard,Apparel,0.45,14.0,67.95,2024-03-01 02:23:00,2024-03-01 06:11:26.819676903,2024-03-01 08:16:26.819676903,2024-03-06 08:16:26.819676903,2024-03-06 00:36:25.922740130,False,False,3.81,5.0,-0.32,6.34,Standard | Northeast -> Northeast,0.4,0.76,On-Time,Mid Margin ($10-20)
ORD-103938,2024-03-30 04:47:00,Northeast,Midwest,Express,Beauty,0.43,11.0,20.25,2024-03-30 05:25:00,2024-03-30 15:24:13.023028230,2024-03-30 17:23:13.023028230,2024-04-01 17:23:13.023028230,2024-04-01 03:07:50.547507741,False,False,9.99,2.0,-0.59,12.6,Express | Northeast -> Midwest,1.2,4.02,On-Time,Mid Margin ($10-20)
ORD-106268,2024-10-13 21:51:00,Southwest,South,Standard,Toys,2.52,9.0,32.63,2024-10-13 22:13:00,2024-10-14 02:12:16.305303649,2024-10-14 05:22:16.305303649,2024-10-19 05:22:16.305303649,2024-10-19 01:22:48.563013578,False,False,3.99,5.0,-0.17,7.52,Standard | Southwest -> South,1.0,10.58,On-Time,Low Margin (<$10)
ORD-108026,2024-01-18 15:15:00,Southwest,Midwest,Standard,Electronics,1.43,38.0,255.06,2024-01-18 16:19:00,2024-01-18 17:28:55.272288290,2024-01-18 20:39:55.272288290,2024-01-23 20:39:55.272288290,2024-01-24 12:46:46.381173629,False,False,1.17,5.0,0.67,5.42,Standard | Southwest -> Midwest,1.5,9.01,1-2 Days Late,High Margin ($20+)
ORD-107144,2024-08-17 09:28:00,Southwest,Southwest,Express,Beauty,0.27,11.0,43.69,2024-08-17 09:37:00,2024-08-17 14:07:17.982246650,2024-08-17 16:30:17.982246650,2024-08-19 16:30:17.982246650,2024-08-20 06:54:40.548397102,True,False,4.5,2.0,0.6,7.04,Express | Southwest -> Southwest,0.4,0.84,1-2 Days Late,Mid Margin ($10-20)
ORD-104432,2024-06-09 16:54:00,West,Southwest,Standard,Apparel,0.6,14.0,59.44,2024-06-09 17:10:00,2024-06-09 21:11:42.814798021,2024-06-10 00:05:42.814798021,2024-06-15 00:05:42.814798021,2024-06-15 06:53:18.174744915,False,False,4.03,5.0,0.28,7.2,Standard | West -> Southwest,1.0,2.52,1-2 Days Late,Mid Margin ($10-20)
ORD-101509,2024-02-14 04:46:00,West,Northeast,Standard,Books,0.36,4.0,8.18,2024-02-14 06:08:00,2024-02-14 07:28:35.576141611,2024-02-14 08:07:35.576141611,2024-02-19 08:07:35.576141611,2024-02-19 20:24:56.051747359,False,False,1.34,5.0,0.51,3.36,Standard | West -> Northeast,2.9,4.38,1-2 Days Late,Low Margin (<$10)
ORD-101308,2024-04-14 22:14:00,West,Northeast,Standard,Apparel,0.4,14.0,8.27,2024-04-14 22:55:00,2024-04-15 06:52:40.401370854,2024-04-15 07:28:40.401370854,2024-04-20 07:28:40.401370854,2024-04-19 22:51:24.069296417,False,False,7.96,5.0,-0.36,9.24,Standard | West -> Northeast,2.9,4.87,On-Time,Mid Margin ($10-20)
ORD-100746,2024-12-12 14:17:00,Northeast,Southwest,Standard,Sports,3.94,17.0,92.39,2024-12-12 14:29:00,2024-12-12 19:01:56.511788344,2024-12-12 22:54:56.511788344,2024-12-17 22:54:56.511788344,2024-12-16 05:10:59.249350597,False,False,4.55,5.0,-1.74,8.63,Standard | Northeast -> Southwest,2.4,39.72,On-Time,Mid Margin ($10-20)
ORD-107920,2024-09-24 13:36:00,West,Northeast,Standard,Toys,0.8,9.0,42.54,2024-09-24 14:18:00,2024-09-24 17:01:35.758483788,2024-09-24 17:53:35.758483788,2024-09-29 17:53:35.758483788,2024-09-29 17:15:29.921621939,False,False,2.73,5.0,-0.03,4.29,Standard | West -> Northeast,2.9,9.74,On-Time,Low Margin (<$10)
ORD-105525,2024-03-13 16:32:00,Northeast,Southwest,Standard,Electronics,2.11,38.0,296.0,2024-03-13 16:52:00,2024-03-13 20:06:31.105002015,2024-03-13 23:53:31.105002015,2024-03-18 23:53:31.105002015,2024-03-18 06:27:54.537600758,False,False,3.24,5.0,-0.73,7.36,Standard | Northeast -> Southwest,2.4,21.27,On-Time,High Margin ($20+)
ORD-109988,2024-02-16 01:30:00,West,South,Standard,Toys,1.59,9.0,36.08,2024-02-16 02:31:00,2024-02-16 07:36:34.072958238,2024-02-16 09:24:34.072958238,2024-02-21 09:24:34.072958238,2024-02-21 01:52:47.934606822,False,False,5.09,5.0,-0.31,7.91,Standard | West -> South,2.0,13.36,On-Time,Low Margin (<$10)
ORD-105100,2024-04-20 06:01:00,South,West,Express,Beauty,0.49,11.0,27.88,2024-04-20 07:20:00,2024-04-20 13:05:48.531518859,2024-04-20 16:43:48.531518859,2024-04-22 16:43:48.531518859,2024-04-21 20:41:50.605959179,False,False,5.76,2.0,-0.83,10.71,Express | South -> West,2.0,7.64,On-Time,Mid Margin ($10-20)
ORD-108035,2024-11-23 09:46:00,West,Southwest,Standard,Toys,1.08,9.0,50.88,2024-11-23 10:45:00,2024-11-23 14:15:38.070105339,2024-11-23 18:01:38.070105339,2024-11-28 18:01:38.070105339,2024-11-28 21:31:34.172386951,False,False,3.51,5.0,0.15,8.26,Standard | West -> Southwest,1.0,4.54,1-2 Days Late,Low Margin (<$10)
ORD-101886,2024-01-24 12:08:00,South,Northeast,Standard,Toys,1.76,9.0,48.23,2024-01-24 12:26:00,2024-01-24 15:50:24.091631182,2024-01-24 19:37:24.091631182,2024-01-29 19:37:24.091631182,2024-01-31 07:50:04.925766582,False,False,3.41,5.0,1.51,7.49,Standard | South -> Northeast,1.4,10.35,1-2 Days Late,Low Margin (<$10)
ORD-108664,2024-11-04 10:08:00,Southwest,South,Standard,Apparel,0.55,14.0,59.53,2024-11-04 10:28:00,2024-11-04 16:26:00.966515210,2024-11-04 18:01:00.966515210,2024-11-09 18:01:00.966515210,2024-11-09 23:17:33.858660509,False,False,5.97,5.0,0.22,7.88,Standard | Southwest -> South,1.0,2.31,1-2 Days Late,Mid Margin ($10-20)
ORD-107172,2024-04-01 13:12:00,Midwest,Southwest,Express,Books,0.08,4.0,19.59,2024-04-01 14:14:00,2024-04-01 16:55:54.582314697,2024-04-01 20:52:54.582314697,2024-04-03 20:52:54.582314697,2024-04-02 22:35:51.194532122,False,False,2.7,2.0,-0.93,7.68,Express | Midwest -> Southwest,1.5,0.94,On-Time,Low Margin (<$10)
ORD-102494,2024-02-28 20:41:00,Midwest,West,Express,Electronics,0.05,38.0,200.53,2024-02-28 20:49:00,2024-02-29 02:18:35.559626539,2024-02-29 03:04:35.559626539,2024-03-02 03:04:35.559626539,2024-03-09 04:34:20.526328438,True,False,5.49,2.0,7.06,6.39,Express | Midwest -> West,1.8,0.7,Severely Delayed (5+ Days),High Margin ($20+)
ORD-106737,2024-05-08 03:44:00,Midwest,South,Standard,Sports,5.07,17.0,84.58,2024-05-08 05:08:00,2024-05-08 09:19:42.294007291,2024-05-08 11:30:42.294007291,2024-05-13 11:30:42.294007291,2024-05-13 19:27:12.670746630,False,False,4.2,5.0,0.33,7.78,Standard | Midwest -> South,1.1,23.42,1-2 Days Late,Mid Margin ($10-20)
ORD-105461,2024-09-25 14:31:00,West,South,Standard,Toys,2.33,9.0,26.32,2024-09-25 15:06:00,2024-09-25 16:41:54.398162443,2024-09-25 20:32:54.398162443,2024-09-30 20:32:54.398162443,2024-09-30 22:48:27.960460594,False,False,1.6,5.0,0.09,6.03,Standard | West -> South,2.0,19.57,1-2 Days Late,Low Margin (<$10)
ORD-105613,2024-03-28 14:30:00,South,South,Express,Toys,0.99,9.0,38.55,2024-03-28 15:23:00,2024-03-28 18:39:47.296222730,2024-03-28 19:23:47.296222730,2024-03-30 19:23:47.296222730,2024-03-30 05:01:55.239640538,True,False,3.28,2.0,-0.6,4.9,Express | South -> South,0.5,3.86,On-Time,Low Margin (<$10)
ORD-105191,2024-07-11 14:22:00,West,Northeast,Standard,Beauty,0.16,11.0,9.31,2024-07-11 15:40:00,2024-07-11 18:46:39.177578869,2024-07-11 22:44:39.177578869,2024-07-16 22:44:39.177578869,2024-07-17 08:41:19.853464309,False,False,3.11,5.0,0.41,8.38,Standard | West -> Northeast,2.9,1.95,1-2 Days Late,Mid Margin ($10-20)
ORD-104412,2024-11-07 13:28:00,South,Northeast,Express,Home Goods,12.46,22.0,129.0,2024-11-07 14:18:00,2024-11-07 18:03:26.587806825,2024-11-07 19:54:26.587806825,2024-11-09 19:54:26.587806825,2024-11-09 15:18:26.054068300,False,False,3.76,2.0,-0.19,6.44,Express | South -> Northeast,1.4,136.06,On-Time,High Margin ($20+)
ORD-102972,2024-07-02 01:45:00,Midwest,Midwest,Standard,Toys,0.78,9.0,44.83,2024-07-02 03:06:00,2024-07-02 04:46:52.721216770,2024-07-02 06:48:52.721216770,2024-07-07 06:48:52.721216770,2024-07-07 05:44:45.789237474,False,False,1.68,5.0,-0.04,5.06,Standard | Midwest -> Midwest,0.5,1.64,On-Time,Low Margin (<$10)
ORD-100289,2024-06-13 23:09:00,West,Northeast,Standard,Apparel,0.58,14.0,46.68,2024-06-14 00:22:00,2024-06-14 03:21:04.093914577,2024-06-14 07:15:04.093914577,2024-06-19 07:15:04.093914577,2024-06-19 23:02:16.968637734,False,False,2.98,5.0,0.66,8.1,Standard | West -> Northeast,2.9,7.06,1-2 Days Late,Mid Margin ($10-20)
ORD-101801,2024-02-18 06:39:00,Northeast,Midwest,Standard,Toys,1.21,9.0,35.51,2024-02-18 06:52:00,2024-02-18 14:28:24.116617699,2024-02-18 16:49:24.116617699,2024-02-23 16:49:24.116617699,2024-02-23 12:25:20.345293679,False,False,7.61,5.0,-0.18,10.17,Standard | Northeast -> Midwest,1.2,6.1,On-Time,Low Margin (<$10)
ORD-106965,2024-09-08 18:58:00,Northeast,Southwest,Express,Sports,3.55,17.0,72.7,2024-09-08 19:04:00,2024-09-08 22:25:57.080138248,2024-09-09 00:17:57.080138248,2024-09-11 00:17:57.080138248,2024-09-11 07:36:37.103238296,True,False,3.37,2.0,0.3,5.33,Express | Northeast -> Southwest,2.4,66.46,1-2 Days Late,Mid Margin ($10-20)
ORD-102882,2024-08-29 03:00:00,Southwest,Southwest,Express,Apparel,0.65,14.0,71.8,2024-08-29 03:58:00,2024-08-29 05:09:23.037304153,2024-08-29 06:42:23.037304153,2024-08-31 06:42:23.037304153,2024-08-31 23:32:05.939702425,False,False,1.19,2.0,0.7,3.71,Express | Southwest -> Southwest,0.4,2.03,1-2 Days Late,Mid Margin ($10-20)
ORD-109065,2024-12-27 00:06:00,Northeast,Midwest,Express,Beauty,0.15,11.0,39.38,2024-12-27 00:43:00,2024-12-27 14:12:50.605330509,2024-12-27 17:30:50.605330509,2024-12-29 17:30:50.605330509,2024-12-29 08:21:32.029076666,False,False,13.5,2.0,-0.38,17.41,Express | Northeast -> Midwest,1.2,1.4,On-Time,Mid Margin ($10-20)
ORD-103181,2024-02-09 03:18:00,Southwest,West,Standard,Home Goods,7.74,22.0,214.82,2024-02-09 04:09:00,2024-02-09 06:15:42.295448851,2024-02-09 09:18:42.295448851,2024-02-14 09:18:42.295448851,2024-02-15 09:44:56.654334372,False,False,2.11,5.0,1.02,6.01,Standard | Southwest -> West,1.0,32.51,1-2 Days Late,High Margin ($20+)
ORD-108426,2024-07-14 23:07:00,South,Midwest,Standard,Home Goods,0.32,22.0,147.49,2024-07-15 00:11:00,2024-07-15 05:27:32.731482467,2024-07-15 08:46:32.731482467,2024-07-20 08:46:32.731482467,2024-07-20 10:10:28.155537774,False,False,5.28,5.0,0.06,9.66,Standard | South -> Midwest,1.1,1.48,1-2 Days Late,High Margin ($20+)
ORD-103637,2024-08-04 12:33:00,Northeast,Southwest,Standard,Home Goods,2.66,22.0,111.51,2024-08-04 12:47:00,2024-08-04 16:41:51.319178697,2024-08-04 17:53:51.319178697,2024-08-09 17:53:51.319178697,2024-08-09 05:45:53.841360789,False,False,3.91,5.0,-0.51,5.35,Standard | Northeast -> Southwest,2.4,26.81,On-Time,High Margin ($20+)
ORD-101058,2024-11-14 22:57:00,West,Midwest,Express,Toys,0.05,9.0,23.18,2024-11-15 00:23:00,2024-11-15 03:22:01.591256914,2024-11-15 04:15:01.591256914,2024-11-17 04:15:01.591256914,2024-11-17 05:54:57.169333474,False,False,2.98,2.0,0.07,5.3,Express | West -> Midwest,1.8,0.7,1-2 Days Late,Low Margin (<$10)
ORD-107360,2024-05-16 06:11:00,Midwest,South,Express,Sports,3.93,17.0,95.55,2024-05-16 06:48:00,2024-05-16 08:28:14.491953537,2024-05-16 09:04:14.491953537,2024-05-18 09:04:14.491953537,,True,True,1.67,2.0,,2.89,Express | Midwest -> South,1.1,33.72,Unresolved,Mid Margin ($10-20)
ORD-103666,2024-01-13 13:14:00,Midwest,Northeast,Standard,Apparel,0.78,14.0,34.57,2024-01-13 14:09:00,2024-01-14 02:18:19.970563194,2024-01-14 05:40:19.970563194,2024-01-19 05:40:19.970563194,2024-01-19 20:28:44.670968272,False,False,12.16,5.0,0.62,16.44,Standard | Midwest -> Northeast,1.2,3.93,1-2 Days Late,Mid Margin ($10-20)
ORD-107683,2024-08-26 09:28:00,West,Southwest,Standard,Toys,1.1,9.0,40.4,2024-08-26 10:51:00,2024-08-26 15:05:04.053038726,2024-08-26 17:05:04.053038726,2024-08-31 17:05:04.053038726,2024-08-31 18:10:07.861026443,False,False,4.23,5.0,0.05,7.62,Standard | West -> Southwest,1.0,4.62,1-2 Days Late,Low Margin (<$10)
ORD-104626,2024-07-02 01:26:00,Northeast,Midwest,Standard,Sports,4.01,17.0,49.57,2024-07-02 01:59:00,2024-07-02 03:21:38.530602332,2024-07-02 05:08:38.530602332,2024-07-07 05:08:38.530602332,2024-07-07 15:19:46.228881820,False,False,1.38,5.0,0.42,3.71,Standard | Northeast -> Midwest,1.2,20.21,1-2 Days Late,Mid Margin ($10-20)
ORD-108132,2024-04-20 15:59:00,West,Southwest,Standard,Toys,2.19,9.0,18.38,2024-04-20 17:28:00,2024-04-21 02:55:49.004805085,2024-04-21 04:10:49.004805085,2024-04-26 04:10:49.004805085,2024-04-26 14:58:37.008023432,False,False,9.46,5.0,0.45,12.2,Standard | West -> Southwest,1.0,9.2,1-2 Days Late,Low Margin (<$10)
ORD-101342,2024-03-01 04:12:00,Midwest,West,Standard,Electronics,2.72,38.0,251.55,2024-03-01 04:52:00,2024-03-01 06:18:07.671444298,2024-03-01 07:47:07.671444298,2024-03-06 07:47:07.671444298,2024-03-07 00:25:00.458293205,False,False,1.44,5.0,0.69,3.59,Standard | Midwest -> West,1.8,20.56,1-2 Days Late,High Margin ($20+)
ORD-109812,2024-10-01 13:00:00,Northeast,Southwest,Standard,Apparel,0.83,14.0,55.08,2024-10-01 14:11:00,2024-10-01 16:24:04.071371674,2024-10-01 19:22:04.071371674,2024-10-06 19:22:04.071371674,2024-10-06 18:41:18.332330509,True,False,2.22,5.0,-0.03,6.37,Standard | Northeast -> Southwest,2.4,8.37,On-Time,Mid Margin ($10-20)
ORD-102050,2024-02-26 19:36:00,South,West,Express,Toys,2.6,9.0,21.42,2024-02-26 20:09:00,2024-02-27 02:23:32.001391820,2024-02-27 04:11:32.001391820,2024-02-29 04:11:32.001391820,2024-02-29 02:23:57.403477587,False,False,6.24,2.0,-0.07,8.59,Express | South -> West,2.0,40.56,On-Time,Low Margin (<$10)
ORD-102832,2024-06-28 02:26:00,South,Northeast,Standard,Sports,5.0,17.0,99.33,2024-06-28 03:01:00,2024-06-28 05:14:15.438470052,2024-06-28 06:35:15.438470052,2024-07-03 06:35:15.438470052,2024-07-06 08:25:12.494725180,True,False,2.22,5.0,3.08,4.15,Standard | South -> Northeast,1.4,29.4,3-5 Days Late,Mid Margin ($10-20)
ORD-106157,2024-07-02 02:45:00,Southwest,Southwest,Standard,Beauty,0.24,11.0,44.09,2024-07-02 03:12:00,2024-07-02 06:29:06.795169256,2024-07-02 07:38:06.795169256,2024-07-07 07:38:06.795169256,2024-07-07 09:55:31.837906338,False,False,3.29,5.0,0.1,4.89,Standard | Southwest -> Southwest,0.4,0.4,1-2 Days Late,Mid Margin ($10-20)
ORD-106286,2024-09-09 04:50:00,West,Southwest,Express,Toys,2.25,9.0,27.5,2024-09-09 05:57:00,2024-09-09 06:53:48.239364418,2024-09-09 07:36:48.239364418,2024-09-11 07:36:48.239364418,2024-09-22 12:01:41.534351207,True,False,0.95,2.0,11.18,2.78,Express | West -> Southwest,1.0,17.55,Severely Delayed (5+ Days),Low Margin (<$10)
ORD-100073,2024-06-13 07:04:00,South,Midwest,Standard,Electronics,4.11,38.0,289.23,2024-06-13 07:36:00,2024-06-13 11:40:55.851022092,2024-06-13 14:55:55.851022092,2024-06-18 14:55:55.851022092,2024-06-18 21:01:31.331292414,False,False,4.08,5.0,0.25,7.87,Standard | South -> Midwest,1.1,18.99,1-2 Days Late,High Margin ($20+)
ORD-101489,2024-04-07 04:58:00,Southwest,Midwest,Standard,Apparel,0.7,14.0,41.92,2024-04-07 06:05:00,2024-04-07 14:02:22.334215298,2024-04-07 14:46:22.334215298,2024-04-12 14:46:22.334215298,2024-04-12 08:22:11.761084675,False,False,7.96,5.0,-0.27,9.81,Standard | Southwest -> Midwest,1.5,4.41,On-Time,Mid Margin ($10-20)
ORD-108090,2024-12-10 13:55:00,South,Northeast,Standard,Electronics,2.91,38.0,132.46,2024-12-10 14:51:00,2024-12-10 17:14:17.070877460,2024-12-10 18:03:17.070877460,2024-12-15 18:03:17.070877460,2024-12-18 01:00:05.187516177,False,False,2.39,5.0,2.29,4.14,Standard | South -> Northeast,1.4,17.11,3-5 Days Late,High Margin ($20+)
ORD-100825,2024-03-17 08:25:00,Midwest,South,Standard,Toys,1.43,9.0,43.5,2024-03-17 08:30:00,2024-03-17 16:17:03.995581563,2024-03-17 19:41:03.995581563,2024-03-22 19:41:03.995581563,2024-03-22 13:10:46.078238825,False,False,7.78,5.0,-0.27,11.27,Standard | Midwest -> South,1.1,6.61,On-Time,Low Margin (<$10)
ORD-104416,2024-08-27 11:57:00,Midwest,Southwest,Standard,Electronics,0.35,38.0,233.0,2024-08-27 12:05:00,2024-08-27 13:39:05.983054590,2024-08-27 16:09:05.983054590,2024-09-01 16:09:05.983054590,2024-09-01 18:27:29.506845540,False,False,1.57,5.0,0.1,4.2,Standard | Midwest -> Southwest,1.5,2.2,1-2 Days Late,High Margin ($20+)
ORD-107331,2024-04-17 17:46:00,Midwest,Southwest,Standard,Apparel,0.39,14.0,9.55,2024-04-17 19:08:00,2024-04-17 21:21:08.050699938,2024-04-18 00:19:08.050699938,2024-04-23 00:19:08.050699938,2024-04-23 09:02:52.200751111,False,False,2.22,5.0,0.36,6.55,Standard | Midwest -> Southwest,1.5,2.46,1-2 Days Late,Mid Margin ($10-20)
ORD-104081,2024-03-23 12:43:00,West,South,Standard,Sports,4.67,17.0,69.8,2024-03-23 14:08:00,2024-03-24 01:39:15.486860406,2024-03-24 03:36:15.486860406,2024-03-29 03:36:15.486860406,2024-03-28 19:38:36.094169209,False,False,11.52,5.0,-0.33,14.89,Standard | West -> South,2.0,39.23,On-Time,Mid Margin ($10-20)
ORD-100492,2024-03-29 23:48:00,West,Northeast,Standard,Home Goods,0.83,22.0,135.8,2024-03-30 00:13:00,2024-03-30 04:33:17.389453182,2024-03-30 05:28:17.389453182,2024-04-04 05:28:17.389453182,2024-04-03 16:53:25.195258993,True,False,4.34,5.0,-0.52,5.67,Standard | West -> Northeast,2.9,10.11,On-Time,High Margin ($20+)
ORD-100735,2024-08-21 05:22:00,West,Midwest,Express,Beauty,0.37,11.0,30.28,2024-08-21 05:58:00,2024-08-21 12:50:13.885646988,2024-08-21 14:17:13.885646988,2024-08-23 14:17:13.885646988,2024-08-24 00:04:55.863482320,False,False,6.87,2.0,0.41,8.92,Express | West -> Midwest,1.8,5.19,1-2 Days Late,Mid Margin ($10-20)
ORD-108622,2024-01-24 09:57:00,South,Midwest,Standard,Electronics,4.57,38.0,222.68,2024-01-24 10:04:00,2024-01-24 13:29:14.410321003,2024-01-24 13:20:35.503996389,2024-01-29 13:20:35.503996389,2024-01-29 04:13:14.852886360,False,False,3.42,5.0,-0.38,3.39,Standard | South -> Midwest,1.1,21.11,On-Time,High Margin ($20+)
ORD-103569,2024-07-22 21:44:00,South,Southwest,Express,Apparel,0.5,14.0,43.62,2024-07-22 22:16:00,2024-07-22 23:38:19.539007453,2024-07-23 01:07:19.539007453,2024-07-25 01:07:19.539007453,2024-07-25 08:42:39.070977512,False,False,1.37,2.0,0.32,3.39,Express | South -> Southwest,1.0,3.9,1-2 Days Late,Mid Margin ($10-20)
ORD-109179,2024-02-15 23:22:00,West,Northeast,Standard,Toys,1.11,9.0,31.84,2024-02-16 00:31:00,2024-02-16 02:40:22.154291283,2024-02-16 03:10:22.154291283,2024-02-21 03:10:22.154291283,2024-02-21 11:27:50.776626019,False,False,2.16,5.0,0.35,3.81,Standard | West -> Northeast,2.9,13.52,1-2 Days Late,Low Margin (<$10)
ORD-108083,2024-04-08 21:14:00,West,Northeast,Express,Apparel,0.05,14.0,20.52,2024-04-08 22:06:00,2024-04-09 01:36:52.833241414,2024-04-09 04:38:47.651498362,2024-04-11 04:38:47.651498362,2024-04-10 18:21:16.781076531,False,False,3.51,2.0,-0.43,7.41,Express | West -> Northeast,2.9,1.13,On-Time,Mid Margin ($10-20)
ORD-100649,2024-02-16 23:41:00,South,Midwest,Standard,Electronics,1.92,38.0,252.67,2024-02-17 00:35:00,2024-02-17 05:14:15.330890685,2024-02-17 08:40:15.330890685,2024-02-22 08:40:15.330890685,2024-02-22 09:41:00.406579478,False,False,4.65,5.0,0.04,8.99,Standard | South -> Midwest,1.1,8.87,1-2 Days Late,High Margin ($20+)
